id,created,modified,account,city_name,census_number,rate,county_code,exemption_limit,discount_limit,discount,discount_type,message_for_rules_not_used_in_calculations,discount_hakka_text,exemption_hakka_text
5483,2021-11-04 14:44:34,2021-11-04 14:44:34,9045,Szelevény,1620428,2.0,16,,,,,,,
5482,2021-11-04 14:44:34,2021-11-04 14:44:34,9044,Szászberek,1605777,2.0,16,,,,,,,
5481,2021-11-04 14:44:34,2021-11-04 14:44:34,9043,Szajol,1605874,2.0,16,,,,,,,
5480,2021-11-04 14:44:34,2021-11-04 14:44:34,9042,Rákócziújfalu,1612423,2.0,16,,,,,,,
5479,2021-11-04 14:44:34,2021-11-04 14:44:34,9041,Rákóczifalva,1614207,2.0,16,,,,,,,
5478,2021-11-04 14:44:34,2021-11-04 14:44:34,9040,Pusztamonostor,1615246,1.8,16,,,,,,,
5477,2021-11-04 14:44:34,2021-11-04 14:44:34,9039,Örményes,1629382,1.7,16,500000.0,,,,,"# A Htv. 39/C. § (2) bekezdés szerint számított adóalapja nem haladja meg az 500.000,- Ft-ot",
5476,2021-11-04 14:44:34,2021-11-04 14:44:34,9038,Öcsöd,1628006,2.0,16,,,,,,,
5475,2021-11-04 14:44:34,2021-11-04 14:44:34,9037,Nagyrév,1606318,2.0,16,,,,,,,
5474,2021-11-04 14:44:34,2021-11-04 14:44:34,9036,Nagykörű,1615574,2.0,16,,,,,,,
5473,2021-11-04 14:44:34,2021-11-04 14:44:34,9035,Nagyiván,1621689,1.4,16,,,,,,,
5472,2021-11-04 14:44:34,2021-11-04 14:44:34,9034,Mezőtúr,1604260,2.0,16,,2500000.0,25.0,0,,,
5471,2021-11-04 14:44:34,2021-11-04 14:44:34,9033,Mezőhék,1626286,1.8,16,,,,,"A helyi iparűzési adó megfizetése alól mentesül a vállalkozó a tevékenység megkezdésének évében és az azt követő évben, ha a vállalkozási szintű adóalapja nem haladja meg a 2,5 millió forintot.",,
5470,2021-11-04 14:44:34,2021-11-04 14:44:34,9032,Mesterszállás,1630234,2.0,16,,,,,,,
5469,2021-11-04 14:44:34,2021-11-04 14:44:34,9031,Martfű,1602626,2.0,16,,,,,,,
5468,2021-11-04 14:44:34,2021-11-04 14:44:34,9030,Kunszentmárton,1632504,2.0,16,2000000.0,,,,,,
5467,2021-11-04 14:44:34,2021-11-04 14:44:34,9029,Kunmadaras,1623171,2.0,16,,,,,,,
5466,2021-11-04 14:44:34,2021-11-04 14:44:34,9028,Kunhegyes,1622567,2.0,16,,,,,,,
5465,2021-11-04 14:44:34,2021-11-04 14:44:34,9027,Kuncsorba,1605254,1.8,16,2500000.0,,,,,,"# A Htv. 39/C. § (2) bekezdés szerinti adóalapja nem haladja meg a 2,5 millió Ft-ot"
5464,2021-11-04 14:44:34,2021-11-04 14:44:34,9026,Kőtelek,1611235,2.0,16,,,,,,,
5463,2021-11-04 14:44:34,2021-11-04 14:44:34,9025,Kisújszállás,1625919,2.0,16,1000000.0,,,,"# (2) Adómentesség illeti meg a vállalkozás első négy adóévében azt a vállalkozót, akinek, illetve amelynek a helyi adókról szóló 1990. évi C. törvény, 39. § (1) bekezdés, illetőleg a 39/A. § vagy 39/B. § alapján számított vállalkozási szintű adóalapja nem haladja meg a 2,5 millió Ft-ot",,"# (1) Adómentesség illeti meg azt a vállalkozót, akinek, illetve amelynek a helyi adókról szóló 1990. évi C. törvény, 39. § (1) bekezdés, illetőleg a 39/A. § vagy 39/B. § alapján számított (vállalkozási szintű) adóalapja nem haladja meg az 1 millió Ft-ot. # (2) Adómentesség illeti meg a vállalkozás első négy adóévében azt a vállalkozót, akinek, illetve amelynek a helyi adókról szóló 1990. évi C. törvény, 39. § (1) bekezdés, illetőleg a 39/A. § vagy 39/B. § alapján számított vállalkozási szintű adóalapja nem haladja meg a 2,5 millió Ft-ot."
5462,2021-11-04 14:44:34,2021-11-04 14:44:34,9024,Kétpó,1619813,2.0,16,,,,,,,
5461,2021-11-04 14:44:34,2021-11-04 14:44:34,9023,Kengyel,1607418,2.0,16,,,,,,,
5460,2021-11-04 14:44:34,2021-11-04 14:44:34,9022,Kenderes,1617145,2.0,16,,,,,,,
5459,2021-11-04 14:44:34,2021-11-04 14:44:34,9021,Karcag,1604923,2.0,16,2500000.0,,,,,,"# Mentes az a vállalkozó (adóalany), akinek/amelynek a vállalkozási szintű adóalapja nem haladja meg a 2,5 millió Ft-ot."
5458,2021-11-04 14:44:34,2021-11-04 14:44:34,9020,Jásztelek,1623135,1.8,16,500000.0,,,,,,"# Ha az adóalapja nem haladja meg az 500.000,- forintot a tevékenység után az adó nem kell megfizetni."
5456,2021-11-04 14:44:34,2021-11-04 14:44:34,9019,Jászladány,1621111,2.0,16,,,,,,,
5455,2021-11-04 14:44:34,2021-11-04 14:44:34,9018,Jászkisér,1622798,2.0,16,,,,,,,
5454,2021-11-04 14:44:34,2021-11-04 14:44:34,9017,Jászjákóhalma,1625186,2.0,16,,,,,,,
5452,2021-11-04 14:44:34,2021-11-04 14:44:34,9015,Jászfényszaru,1623339,1.4,16,2500000.0,,,,,"# Az a vállalkozó, akinek a vállalkozási szintű adóalapja éves szinten a 2,5 millió forintot nem haladja meg az állandó jellegű tevékenység végzése utáni számított végleges iparűzési adójából 100%-os önkormányzati adókedvezményre jogosult.",
5451,2021-11-04 14:44:34,2021-11-04 14:44:34,9014,Jászfelsőszentgyörgy,1623579,1.4,16,,,,,,,
5450,2021-11-04 14:44:34,2021-11-04 14:44:34,9013,Jászdózsa,1617978,2.0,16,1000000.0,,,,,,"# Adómentesség illeti meg azt az állnadó ipraűzési tevékenységet végző vállalkozót, akinek az adóévben a vállalkozási szintű adóalapja nem haladja meg az 1 millió forintot"
5449,2021-11-04 14:44:34,2021-11-04 14:44:34,9012,Jászboldogháza,1615811,1.8,16,,,,,,,
5448,2021-11-04 14:44:34,2021-11-04 14:44:34,9011,Jászberény,1618209,1.9,16,2500000.0,,,,,"# Amennyiben a vállalkozás szintjén képződött adóalap nem haladja meg a 2,5 millió forintot, a vállalkozói tevékenység után az adót nem kell megfizetni.",
5447,2021-11-04 14:44:34,2021-11-04 14:44:34,9010,Jászárokszállás,1622105,2.0,16,,,,,,,
5446,2021-11-04 14:44:34,2021-11-04 14:44:34,9009,Jászapáti,1622202,2.0,16,700000.0,,,,,# évi 700 000 forintot meg nem haladó vállalkozói szintű adóalap,
5445,2021-11-04 14:44:34,2021-11-04 14:44:34,9008,Jászalsószentgyörgy,1630711,2.0,16,,,,,,,
5444,2021-11-04 14:44:34,2021-11-04 14:44:34,9007,Jászágó,1622929,2.0,16,,,,,,,
5443,2021-11-04 14:44:34,2021-11-04 14:44:34,9006,Jánoshida,1622859,2.0,16,,,,,,,
5442,2021-11-04 14:44:34,2021-11-04 14:44:34,9005,Hunyadfalva,1634050,2.0,16,,,,,,,
5441,2021-11-04 14:44:34,2021-11-04 14:44:34,9004,Fegyvernek,1616647,1.7,16,,,,,,,
5440,2021-11-04 14:44:34,2021-11-04 14:44:34,9003,Cserkeszőlő,1605795,1.0,16,,,,,,,
5439,2021-11-04 14:44:34,2021-11-04 14:44:34,9002,Csépa,1613170,2.0,16,,,,,,,
5438,2021-11-04 14:44:34,2021-11-04 14:44:34,9001,Csataszög,1634175,2.0,16,,,,,,,
5437,2021-11-04 14:44:34,2021-11-04 14:44:34,9000,Cibakháza,1622938,2.0,16,,,,,,,
5436,2021-11-04 14:44:34,2021-11-04 14:44:34,8999,Besenyszög,1611305,2.0,16,,,,,,,
5435,2021-11-04 14:44:34,2021-11-04 14:44:34,8998,Berekfürdő,1634005,2.0,16,,,,,,,
5434,2021-11-04 14:44:34,2021-11-04 14:44:34,8997,Alattyán,1625265,1.8,16,,,,,,,
5433,2021-11-04 14:44:34,2021-11-04 14:44:34,8996,Abádszalók,1612441,2.0,16,,,,,,,
5432,2021-11-04 14:44:34,2021-11-04 14:44:34,8995,Zsurk,1513037,2.0,15,,,,,,,
5431,2021-11-04 14:44:34,2021-11-04 14:44:34,8994,Zsarolyán,1528750,2.0,15,,,,,,,
5430,2021-11-04 14:44:34,2021-11-04 14:44:34,,Zajta,1506275,0.0,15,,,,,,,
5429,2021-11-04 14:44:34,2021-11-04 14:44:34,8993,Záhony,1516203,2.0,15,,,,,,,
5428,2021-11-04 14:44:34,2021-11-04 14:44:34,8992,Vasmegyer,1527100,1.4,15,,,,,,,
5426,2021-11-04 14:44:34,2021-11-04 14:44:34,8990,Vámosoroszi,1508934,2.0,15,,,,,,,
5425,2021-11-04 14:44:34,2021-11-04 14:44:34,8989,Vámosatya,1527322,1.4,15,1000000.0,,,,,,"# Adómentesség illeti meg azt a vállalkozót, akinek a helyi adóról szóló 1990.évi C.tv. alapján számított adóalapja nem haladja meg az 1 millió forintot"
5424,2021-11-04 14:44:34,2021-11-04 14:44:34,8988,Vállaj,1506938,1.3,15,,,,,,,
5423,2021-11-04 14:44:34,2021-11-04 14:44:34,8987,Vaja,1518591,2.0,15,600000.0,,,,,,
5422,2021-11-04 14:44:34,2021-11-04 14:44:34,8986,Uszka,1531820,2.0,15,,,,,,,
5421,2021-11-04 14:44:34,2021-11-04 14:44:34,8985,Ura,1528981,1.2,15,,,,,,,
5420,2021-11-04 14:44:34,2021-11-04 14:44:34,8984,Újkenéz,1510117,1.5,15,,,,,,,
5419,2021-11-04 14:44:34,2021-11-04 14:44:34,8983,Újfehértó,1526611,2.0,15,,,,,,,
5418,2021-11-04 14:44:34,2021-11-04 14:44:34,8982,Újdombrád,1533659,1.6,15,,,,,,,
5417,2021-11-04 14:44:34,2021-11-04 14:44:34,8981,Tyukod,1531398,1.4,15,,,,,,,
5416,2021-11-04 14:44:34,2021-11-04 14:44:34,8980,Tuzsér,1509919,2.0,15,2500000.0,,,,,,# vállalkozás szintű adóalap nem haladja meg a 2.500.000 Ft-ot
5415,2021-11-04 14:44:34,2021-11-04 14:44:34,,Túrricse,1508998,0.0,15,,,,,,,
5414,2021-11-04 14:44:34,2021-11-04 14:44:34,8979,Túristvándi,1513602,1.0,15,,,,,,,
5413,2021-11-04 14:44:34,2021-11-04 14:44:34,8978,Tunyogmatolcs,1513213,1.25,15,,,,,,,
5412,2021-11-04 14:44:34,2021-11-04 14:44:34,8977,Tornyospálca,1516957,1.7,15,,,,,,,
5411,2021-11-04 14:44:34,2021-11-04 14:44:34,8976,Tivadar,1520260,2.0,15,,,,,,,
5410,2021-11-04 14:44:34,2021-11-04 14:44:34,,Tisztaberek,1527261,0.0,15,,,,,,,
5409,2021-11-04 14:44:34,2021-11-04 14:44:34,8975,Tiszavid,1533747,1.5,15,,,,,,,
5408,2021-11-04 14:44:34,2021-11-04 14:44:34,8974,Tiszavasvári,1507597,1.4,15,,,,,,,
5407,2021-11-04 14:44:34,2021-11-04 14:44:34,8973,Tiszatelek,1514447,1.0,15,,,,,,,
5406,2021-11-04 14:44:34,2021-11-04 14:44:34,8972,Tiszaszentmárton,1527544,2.0,15,,,,,,,
5405,2021-11-04 14:44:34,2021-11-04 14:44:34,8971,Tiszaszalka,1513541,1.4,15,,,,,,,
5404,2021-11-04 14:44:34,2021-11-04 14:44:34,8970,Tiszarád,1510205,1.5,15,,,,,,,
5403,2021-11-04 14:44:34,2021-11-04 14:44:34,8969,Tiszanagyfalu,1527252,1.7,15,,,,,,,
5402,2021-11-04 14:44:34,2021-11-04 14:44:34,,Tiszamogyorós,1511907,0.0,15,,,,,,,
5401,2021-11-04 14:44:34,2021-11-04 14:44:34,8968,Tiszalök,1523524,1.5,15,,,,,,,
5400,2021-11-04 14:44:34,2021-11-04 14:44:34,8967,Tiszakóród,1508794,1.5,15,,,,,,,
5399,2021-11-04 14:44:34,2021-11-04 14:44:34,8966,Tiszakerecseny,1504446,1.4,15,,,,,,,
5398,2021-11-04 14:44:34,2021-11-04 14:44:34,8965,Tiszakanyár,1508554,2.0,15,,,,,,,
5397,2021-11-04 14:44:34,2021-11-04 14:44:34,8964,Tiszaeszlár,1509113,2.0,15,,,,,,,
5396,2021-11-04 14:44:34,2021-11-04 14:44:34,8963,Tiszadob,1512593,1.5,15,,,,,,,
5395,2021-11-04 14:44:34,2021-11-04 14:44:34,8962,Tiszadada,1506433,1.5,15,,,,,,,
5394,2021-11-04 14:44:34,2021-11-04 14:44:34,8961,Tiszacsécse,1524448,1.5,15,,,,,,,
5393,2021-11-04 14:44:34,2021-11-04 14:44:34,8960,Tiszabezdéd,1520172,2.0,15,,,,,,,
5392,2021-11-04 14:44:34,2021-11-04 14:44:34,8959,Tiszabercel,1503850,1.4,15,2500000.0,,,,,,
5391,2021-11-04 14:44:34,2021-11-04 14:44:34,8958,Tiszabecs,1517817,2.0,15,,,,,,,
5390,2021-11-04 14:44:34,2021-11-04 14:44:34,8957,Tiszaadony,1509423,1.4,15,,,,,,,
5389,2021-11-04 14:44:34,2021-11-04 14:44:34,8956,Timár,1524475,1.8,15,,,,,,,
5388,2021-11-04 14:44:34,2021-11-04 14:44:34,8955,Tiborszállás,1508952,2.0,15,,,,,,,
5387,2021-11-04 14:44:34,2021-11-04 14:44:34,,Terem,1533358,0.0,15,,,,,,,
5386,2021-11-04 14:44:34,2021-11-04 14:44:34,8954,Tarpa,1504312,1.2,15,2500000.0,,,,,,# adóalany vállalkozó
5385,2021-11-04 14:44:34,2021-11-04 14:44:34,8953,Tákos,1529911,1.5,15,1500000.0,,,,,,"# Az önkormányzat adómentességet állapít meg annak a vállalkozónak, akinek vállalkozási szintű iparűzési adóalapja nem haladja meg az 1,5 millió forintot"
5384,2021-11-04 14:44:34,2021-11-04 14:44:34,8952,Szorgalmatos,1534388,1.4,15,,,,,,,
5383,2021-11-04 14:44:34,2021-11-04 14:44:34,8951,Székely,1531088,2.0,15,,,,,,,
5382,2021-11-04 14:44:34,2021-11-04 14:44:34,8950,Szatmárcseke,1531237,1.4,15,2500000.0,,,,,,"# Számított vállalkozási szintű adóalapja nem haladhatja meg a 2,5 millió forintot"
5381,2021-11-04 14:44:34,2021-11-04 14:44:34,8949,Szamosszeg,1513046,2.0,15,,,,,,,
5380,2021-11-04 14:44:34,2021-11-04 14:44:34,,Szamosújlak,1531273,0.0,15,,,,,,,
5379,2021-11-04 14:44:34,2021-11-04 14:44:34,8948,Szamostatárfalva,1530085,2.0,15,2500000.0,,,,,,"# A vállalkozási szintű adóalap nem haladja meg a 2,5 millió Ft-ot."
5378,2021-11-04 14:44:34,2021-11-04 14:44:34,8947,Szamossályi,1510436,1.5,15,,,,,,,
5377,2021-11-04 14:44:34,2021-11-04 14:44:34,8946,Szamoskér,1516300,0.5,15,,,,,,,
5376,2021-11-04 14:44:34,2021-11-04 14:44:34,8945,Szamosbecs,1522017,2.0,15,2500000.0,,,,,,"# Adómentesség illeti meg azt a vállalkozót, akinek a Htv. 39. §. (1) bek., 39/A §. vagy 39/B §. alapján számított adóalapja nem haladja meg a 2,5 millió forintot."
5375,2021-11-04 14:44:34,2021-11-04 14:44:34,8944,Szamosangyalos,1518005,2.0,15,2500000.0,,,,,,"# Adómentesség illeti meg azt a vállalkozót, akinek a Htv. 39.§. (1) bek., 39/A. §. vagy 39/B. § alapján számított adóalapja nem haladja meg a 2,5 millió forintot."
5374,2021-11-04 14:44:34,2021-11-04 14:44:34,8943,Szakoly,1504774,2.0,15,,,,,,,
5373,2021-11-04 14:44:34,2021-11-04 14:44:34,8942,Szabolcsveresmart,1503586,1.5,15,,,,,,,
5372,2021-11-04 14:44:34,2021-11-04 14:44:34,8941,Szabolcsbáka,1522053,1.4,15,,,,,,,
5371,2021-11-04 14:44:34,2021-11-04 14:44:34,8940,Szabolcs,1519169,1.6,15,,,,,,,
5370,2021-11-04 14:44:34,2021-11-04 14:44:34,,Sonkád,1523889,0.0,15,,,,,,,
5369,2021-11-04 14:44:34,2021-11-04 14:44:34,8939,Sényő,1504491,2.0,15,,,,,,,
5368,2021-11-04 14:44:34,2021-11-04 14:44:34,,Rozsály,1517428,0.0,15,,,,,,,
5367,2021-11-04 14:44:34,2021-11-04 14:44:34,8938,Rohod,1524581,1.5,15,,,,,,,
5366,2021-11-04 14:44:34,2021-11-04 14:44:34,8937,Rétközberencs,1521573,1.8,15,,,,,,,
5365,2021-11-04 14:44:34,2021-11-04 14:44:34,,Rápolt,1509061,0.0,15,,,,,,,
5364,2021-11-04 14:44:34,2021-11-04 14:44:34,8936,Ramocsaháza,1531857,2.0,15,,,,,,,
5363,2021-11-04 14:44:34,2021-11-04 14:44:34,8935,Rakamaz,1514739,2.0,15,,,,,,,
5362,2021-11-04 14:44:34,2021-11-04 14:44:34,8934,Pusztadobos,1513860,2.0,15,,,,,,,
5361,2021-11-04 14:44:34,2021-11-04 14:44:34,8933,Porcsalma,1517215,1.4,15,,,,,,,
5360,2021-11-04 14:44:34,2021-11-04 14:44:34,8932,Pócspetri,1511244,1.5,15,,,,,,,
5359,2021-11-04 14:44:34,2021-11-04 14:44:34,16787,Piricse,1503391,0.5,15,2500000.0,,,,,,
5358,2021-11-04 14:44:34,2021-11-04 14:44:34,8931,Petneháza,1517224,2.0,15,,,,,,,
5357,2021-11-04 14:44:34,2021-11-04 14:44:34,8930,Penyige,1532692,1.5,15,,,,,,,
5356,2021-11-04 14:44:34,2021-11-04 14:44:34,8929,Penészlek,1517084,1.0,15,,2500000.0,50.0,0,,,
5355,2021-11-04 14:44:34,2021-11-04 14:44:34,8928,Pátyod,1523685,2.0,15,,,,,,,
5354,2021-11-04 14:44:34,2021-11-04 14:44:34,8927,Pátroha,1512186,1.8,15,,,,,,,
5353,2021-11-04 14:44:34,2021-11-04 14:44:34,8926,Paszab,1531972,1.8,15,,,,,,,
5352,2021-11-04 14:44:34,2021-11-04 14:44:34,8925,Papos,1532577,2.0,15,2500000.0,,,,,,# Adómentesség illeti meg azt a vállakozót akinek az éves vállakozási szintű adóalapja a 2.5 M Ft-ot nem haladja meg.
5351,2021-11-04 14:44:34,2021-11-04 14:44:34,,Pap,1527748,0.0,15,,,,,,,
5350,2021-11-04 14:44:34,2021-11-04 14:44:34,8924,Panyola,1529559,1.4,15,,,,,,,
5349,2021-11-04 14:44:34,2021-11-04 14:44:34,,Őr,1509025,0.0,15,,,,,,,
5348,2021-11-04 14:44:34,2021-11-04 14:44:34,8923,Ömböly,1526550,1.3,15,,,,,,,
5347,2021-11-04 14:44:34,2021-11-04 14:44:34,8922,Ököritófülpös,1531769,2.0,15,,,,,,,
5346,2021-11-04 14:44:34,2021-11-04 14:44:34,8921,Ópályi,1527924,1.5,15,,,,,,,
5345,2021-11-04 14:44:34,2021-11-04 14:44:34,8920,Olcsvaapáti,1510834,1.0,15,,,,,,,
5344,2021-11-04 14:44:34,2021-11-04 14:44:34,16785,Olcsva,1511129,1.0,15,,,,,,"# Az önkormányzat az új beruházásra jutó adóból a beruházás üzembe helyezésének évében 50 %-os mértékű adókedvezményt állapít meg az Olcsván székhellyel vagy telephellyel rendelkező, vagy Olcsvára újonnan betelepülő vállalkozó legalább 30 millió Ft értékű munkahelyteremtő termék előállítást szolgáló, vagy legalább 30 millió Ft értékű munkahelyteremtő szolgáltató beruházása azon értéke után, melyet a vállalkozó az adóévben Olcsva közigazgatási területén helyezett üzembe. Amennyiben az adókedvezményként igénybe vehető beruházás értéke meghaladja az adóévben Olcsva Községre megállapított adó összegét, a vállalkozó a beruházásra jutó adóból értéke adókedvezményként igénybe nem vett része után az adóévet követő három adóévben igénybe veheti az adókedvezményt. Az új beruházásra eső (számított) adót, az e bekezdésben meghatározott új beruházás év végi nettó értékének az összes tárgyi eszköz nettó értékéhez viszonyított év végi aránya alapján kell megosztani.",
5343,2021-11-04 14:44:34,2021-11-04 14:44:34,8919,Ófehértó,1522284,2.0,15,,,,,,,
5342,2021-11-04 14:44:34,2021-11-04 14:44:34,8918,Nyírvasvári,1516522,1.5,15,,,,,,,
5341,2021-11-04 14:44:34,2021-11-04 14:44:34,8917,Nyírtura,1512098,1.5,15,,,,,"2017.01.01.-től mentesség (2,5 millió Ft adóalapig) annak a vállalkozónak aki adóköteles tevékenységét Nyírtura Közigazgatási területén új vállalkozóként kezdi meg előtte nem folytatott adóköteles tevékenységet a tevékenység megkezdésének évében",# 2017.01.01.-től mentesség a vállalkozó aki adóköteles tevékenységét Nyírtura Közigazgatási területén új vállalkozóként kezdi meg előtte nem folytatott adóköteles tevékenységet a tevékenység megkezdésének évében,
5340,2021-11-04 14:44:34,2021-11-04 14:44:34,8916,Nyírtét,1509256,2.0,15,,,,,,,"# Adóalany házi-és gyermekorvosi szolgáltatás, foglalkozás és munkaegészségügyi ellátás"
5339,2021-11-04 14:44:34,2021-11-04 14:44:34,8915,Nyírtelek,1513550,2.0,15,,,,,,,
5338,2021-11-04 14:44:34,2021-11-04 14:44:34,8914,Nyírtass,1528060,1.8,15,,,,,,,
5337,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nyírpilis,1503878,0.0,15,,,,,,,
5336,2021-11-04 14:44:34,2021-11-04 14:44:34,8913,Nyírpazony,1533145,2.0,15,,,,,,,
5335,2021-11-04 14:44:34,2021-11-04 14:44:34,8912,Nyírparasznya,1510807,2.0,15,,,,,,,
5334,2021-11-04 14:44:34,2021-11-04 14:44:34,8911,Nyírmihálydi,1526365,1.0,15,,,,,,,
5333,2021-11-04 14:44:34,2021-11-04 14:44:34,8910,Nyírmeggyes,1523269,1.0,15,,,,,,,
5332,2021-11-04 14:44:34,2021-11-04 14:44:34,8909,Nyírmada,1512274,1.6,15,,,,,,,
5331,2021-11-04 14:44:34,2021-11-04 14:44:34,8908,Nyírlugos,1511271,2.0,15,,,,,,,
5330,2021-11-04 14:44:34,2021-11-04 14:44:34,8907,Nyírlövő,1511095,2.0,15,,,,,,,
5329,2021-11-04 14:44:34,2021-11-04 14:44:34,8906,Nyírkércs,1525928,1.4,15,,,,,,,
5328,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nyírkáta,1532452,0.0,15,,,,,,,
5327,2021-11-04 14:44:34,2021-11-04 14:44:34,8905,Nyírkarász,1518290,1.6,15,,,,,,,
5326,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nyírjákó,1531477,0.0,15,,,,,,,
5325,2021-11-04 14:44:34,2021-11-04 14:44:34,8904,Nyíribrony,1514696,1.8,15,,,,,,,
5324,2021-11-04 14:44:34,2021-11-04 14:44:34,8903,Nyírgyulaj,1509238,1.8,15,,,,,,,
5323,2021-11-04 14:44:34,2021-11-04 14:44:34,8902,Nyírgelse,1528440,1.3,15,,,,,,,
5322,2021-11-04 14:44:34,2021-11-04 14:44:34,186,Nyíregyháza,1517206,2.0,15,,2500000.0,60.0,0,,"# Éves vállalkozási szintű adóalap 2,5 millió forintot nem haladja meg.",
5321,2021-11-04 14:44:34,2021-11-04 14:44:34,8901,Nyírderzs,1505041,0.8,15,,,,,,,
5320,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nyírcsászári,1525973,0.0,15,,,,,,,
5319,2021-11-04 14:44:34,2021-11-04 14:44:34,8900,Nyírcsaholy,1507904,1.0,15,,,,,,,
5318,2021-11-04 14:44:34,2021-11-04 14:44:34,8899,Nyírbogdány,1528802,2.0,15,,,,,,,
5317,2021-11-04 14:44:34,2021-11-04 14:44:34,8898,Nyírbogát,1531158,1.5,15,,,,,,,
5316,2021-11-04 14:44:34,2021-11-04 14:44:34,8897,Nyírbéltek,1515802,1.3,15,,,,,,,
5315,2021-11-04 14:44:34,2021-11-04 14:44:34,8896,Nyírbátor,1514845,2.0,15,500000.0,,,,,,# 500 ezer Ft vállalkozási szintű adóalap
5314,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nemesborzova,1527119,0.0,15,,,,,,,
5313,2021-11-04 14:44:34,2021-11-04 14:44:34,8895,Napkor,1508420,1.5,15,,,,,,,
5312,2021-11-04 14:44:34,2021-11-04 14:44:34,16783,Nagyvarsány,1533783,1.7,15,,,,,,,
5311,2021-11-04 14:44:34,2021-11-04 14:44:34,8894,Nagyszekeres,1527988,1.0,15,,,,,,,
5310,2021-11-04 14:44:34,2021-11-04 14:44:34,8893,Nagykálló,1524785,2.0,15,,,,,,,
5309,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nagyhódos,1526976,0.0,15,,,,,,,
5307,2021-11-04 14:44:34,2021-11-04 14:44:34,8891,Nagyecsed,1506488,2.0,15,,,,,,,
5306,2021-11-04 14:44:34,2021-11-04 14:44:34,8890,Nagydobos,1521485,1.4,15,,,,,,,
5305,2021-11-04 14:44:34,2021-11-04 14:44:34,8889,Nagycserkesz,1522743,2.0,15,,,,,,,
5304,2021-11-04 14:44:34,2021-11-04 14:44:34,8888,Nagyar,1504710,2.0,15,2500000.0,,,,,,"# a számított vállalkozási szintű, adó alapja nem haladhatja meg a 2,5 millió forintot"
5303,2021-11-04 14:44:34,2021-11-04 14:44:34,8887,Nábrád,1519211,1.5,15,,,,,,,
5302,2021-11-04 14:44:34,2021-11-04 14:44:34,8886,Milota,1531750,1.5,15,,,,,,,
5301,2021-11-04 14:44:34,2021-11-04 14:44:34,8885,Mezőladány,1532656,1.4,15,,,,,,,
5300,2021-11-04 14:44:34,2021-11-04 14:44:34,8884,Mérk,1507463,1.1,15,,,,,,,
5299,2021-11-04 14:44:34,2021-11-04 14:44:34,,Méhtelek,1529799,0.0,15,,,,,,,
5298,2021-11-04 14:44:34,2021-11-04 14:44:34,8883,Mátyus,1520668,1.4,15,,,,,,,
5297,2021-11-04 14:44:34,2021-11-04 14:44:34,8882,Mátészalka,1518874,2.0,15,,,,,,,
5296,2021-11-04 14:44:34,2021-11-04 14:44:34,8881,Márokpapi,1533224,1.5,15,2500000.0,,,,,,"# adómentességet állapít meg annak a vállalkozónak, akinek a vállalkozási szintű iparűzési adóalapja nem haladja meg a 2,5 millió forintot. n/n(2)"
5295,2021-11-04 14:44:34,2021-11-04 14:44:34,8880,Máriapócs,1519655,2.0,15,,,,,,,
5294,2021-11-04 14:44:34,2021-11-04 14:44:34,8879,Mándok,1517826,2.0,15,,,,,,,
5293,2021-11-04 14:44:34,2021-11-04 14:44:34,8878,Mánd,1502088,1.0,15,,,,,,,
5292,2021-11-04 14:44:34,2021-11-04 14:44:34,,Magy,1516629,0.0,15,,,,,,,
5291,2021-11-04 14:44:34,2021-11-04 14:44:34,,Magosliget,1529984,0.0,15,,,,,,,
5290,2021-11-04 14:44:34,2021-11-04 14:44:34,8877,Lövőpetri,1507995,1.5,15,,,,,,,
5289,2021-11-04 14:44:34,2021-11-04 14:44:34,8876,Lónya,1526091,1.5,15,2500000.0,,,,,,
5288,2021-11-04 14:44:34,2021-11-04 14:44:34,8875,Levelek,1530979,1.2,15,2500000.0,,,,,,"# Mentes az iparűzési adó fizetése alól a vállalkozási tevékenység kezdő évében az a vállalkozó , akinek a Htv. 39.§(1) bekezdés, illetőleg a 39/A § vagy 39/B § alapján számított (vállalkozás szintű) adóalapja nem haladja meg a 2.500 ezer forintot."
5287,2021-11-04 14:44:34,2021-11-04 14:44:34,8874,Laskod,1521290,1.2,15,,,,,,,
5286,2021-11-04 14:44:34,2021-11-04 14:44:34,8873,Kömörő,1523612,0.5,15,2500000.0,,,,,,"# vállalkozási szintű adóalapja nem haladja meg a 2,5 millió forintot"
5285,2021-11-04 14:44:34,2021-11-04 14:44:34,8872,Kölcse,1516665,1.7,15,,,,,,,
5284,2021-11-04 14:44:34,2021-11-04 14:44:34,8871,Kótaj,1523728,2.0,15,,,,,,,
5283,2021-11-04 14:44:34,2021-11-04 14:44:34,8870,Komoró,1527146,2.0,15,,,,,,,
5281,2021-11-04 14:44:34,2021-11-04 14:44:34,16778,Kocsord,1507445,1.0,15,,,,,,,
5280,2021-11-04 14:44:34,2021-11-04 14:44:34,8868,Kisszekeres,1509751,1.0,15,,,,,,,
